t_state,t_county,ordinance,p_tnum,p_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat
IA,Hancock,0,248,250.048,71.04838709677419,64.74193548387096,3657.8996774193547,103.4,-93.75145237903226,43.08583533064516
IA,Hardin,0,200,300.0,80.0,77.0,4656.63,118.6,-93.41769938356163,42.27373471746576
IA,Henry,0,1,1.5,85.0,82.3,5319.73,126.2,-91.395172,40.954773
IA,Howard,0,219,363.0,82.10958904109589,85.61643835616438,5889.564109589041,124.96301369863012,-92.48632175540996,43.435732179868964
IA,Ida,1,215,503.42,83.05581395348837,118.69302325581396,11104.381627906976,142.43441860465114,-95.43757074418605,42.35167797209303
IA,Iowa,1,46,168.8,97.33766233766234,126.66233766233766,12683.59857142857,160.67922077922077,-92.18080333766234,41.696084103896105
IA,Kossuth,1,145,362.52,86.07118644067796,121.5375803623612,11699.113255406197,146.80506136762128,-94.05870017954413,43.23994452180012
IA,Linn,0,1,2.5,80.0,96.0,7238.23,128.0,-91.650894,41.916592
IA,Madison,1,51,119.65,80.0,108.0,9160.88,134.1,-94.13772862745098,41.205640196078434
IA,Mahaska,0,82,164.0,95.0,110.0,9503.32,150.0,-92.69038127380952,41.449236988095244
IA,Marshall,0,97,229.11,80.0,104.24742268041237,8544.905154639177,132.1701030927835,-92.90459384887535,42.015937897844424
IA,Mitchell,0,178,400.2,80.65730337078652,98.96067415730337,8186.271741573034,130.1376404494382,-92.71708134600131,43.4562789031725
IA,O'Brien,1,315,745.27,80.0,108.0,9160.88,134.1,-95.59152780157663,43.104819985070925
IA,Osceola,1,60,146.4,80.0,116.0,10568.32,138.1,-95.4519214125,43.44160878750001
IA,Palo Alto,1,135,271.0,93.81481481481481,108.37037037037037,9249.897777777778,148.0074074074074,-94.57199184145419,43.18917776891422
IA,Plymouth,1,73,202.74,88.13698630136986,125.94520547945206,12466.380547945206,151.02876712328768,-95.92575178082193,42.826893315068496
IA,Pocahontas,0,122,209.07999999999998,86.55737704918033,97.74697280178836,7562.900214232489,135.5616058122206,-94.7041769450447,42.5978959538003
IA,Pottawattamie,1,102,165.24,80.0,91.5,6575.55,125.9,-95.22941535294117,41.4594564509804
IA,Poweshiek,1,239,510.3,92.85355648535565,114.40167364016736,10320.259163179917,150.03472803347282,-92.47674993651083,41.613338878767664
IA,Sac,0,192,372.82,74.39044299965403,99.20207412820032,8109.573486323246,124.05430019365316,-95.26659217928852,42.43571708472747
IA,Story,1,201,301.5,80.02487562189054,83.51077943615257,5507.38815920398,121.82744610281924,-93.30940624937811,42.145355956674955
IA,Tama,1,46,107.25,80.1086956521739,107.43478260869566,9076.535217391303,133.9217391304348,-92.70892896195653,42.15902383152174
IA,Taylor,0,44,116.75,86.93181818181819,121.22727272727273,11677.266818181819,147.50454545454548,-94.80142556818183,40.68674306818182
IA,Union,0,36,131.3,104.63235294117646,135.91176470588235,14633.377647058822,172.6735294117647,-94.41824567647059,41.12346870588235
IA,Webster,0,107,251.02,80.0,108.0,9160.88,134.1,-94.1847769906542,42.3378828411215
IA,Winnebago,0,215,482.32,81.84711830131445,109.61314459049544,9650.978047219412,136.69385540950455,-93.84982135647876,43.36756061820779
IA,Winneshiek,0,1,1.6,80.0,82.5,5345.62,121.3,-91.817696,43.309093
IA,Worth,0,328,571.3,76.9769647696477,84.80959385251747,6101.421128851091,119.42854888746254,-93.2359634258665,43.39694309313935
IA,Wright,0,100,150.0,67.75510204081633,81.48979591836735,5219.070816326531,108.64081632653063,-93.65457012244897,42.571425551020404
ID,Bingham,1,43,64.5,80.0,77.0,4656.63,118.60000000000001,-111.85505473333333,43.35222066666667
ID,Bonneville,0,215,366.3,82.65116279069767,87.84883720930233,6123.107348837209,126.6032558139535,-111.81822856395347,43.467533074750826
