t_state,t_county,ordinance,p_tnum,p_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat
ID,Cassia,0,34,51.0,80.0,82.5,5345.62,121.3,-113.95791488235294,42.466264823529414
ID,Elmore,0,448,996.8,80.33482142857143,98.47209821428571,7640.580736607144,129.57879464285713,-115.4132625523539,43.01930631412338
ID,Power,0,80,169.2,80.0,100.0,7853.979999999999,130.1,-112.84483904999999,42.70352805
ID,Twin Falls,0,127,218.7,81.2755905511811,85.57874015748031,5775.845826771654,124.10629921259844,-115.00451947804024,42.82606059083552
IL,Adams,1,1,0.9,75.0,54.0,2290.22,102.1,-91.192268,39.833282
IL,Brown,0,1,1.5,85.0,74.0,4300.84,123.5,-90.699394,39.973492
IL,Bureau,1,320,680.9,85.878125,100.896875,8138.160906249999,136.3440625,-89.54615522888392,41.44328704001488
IL,Champaign,1,134,217.08,100.0,100.0,7853.979999999999,150.0,-87.97703726666667,40.2446718
IL,DeKalb,1,145,217.5,80.0,77.0,4656.63,118.6,-88.87306614285714,41.818139428571435
IL,Douglas,0,48,199.8,105.0,146.79166666666666,16950.790416666667,178.4958333333333,-88.00763154166667,39.857785104166666
IL,Ford,1,229,454.8,81.68995633187772,97.88646288209607,7728.23192139738,130.6938864628821,-88.14765115091221,40.68006806076923
IL,Grundy,0,132,198.0,80.0,77.0,4656.63,118.6,-88.5386819469697,41.16239508333333
IL,Henry,1,321,557.86,96.01246105919003,97.9190031152648,7625.8276012461065,144.94859813084113,-90.1789664976947,41.21660111844237
IL,Iroquois,1,291,475.9,80.0,88.69415807560138,6233.458762886598,124.41477663230239,-87.90541330407078,40.74169849339667
IL,Kankakee,1,195,359.1,80.0,100.0,7853.98,130.1,-88.11162665923626,41.013657381259094
IL,LaSalle,1,216,439.2,80.11111111111111,90.13888888888889,6776.235648148148,125.2611111111111,-88.75058199378307,41.24394428659612
IL,Lee,1,474,919.275,81.54430379746836,92.04008438818565,6921.043670886075,127.59135021097046,-89.1995370768776,41.67956029358567
IL,Livingston,1,250,500.0,86.848,88.2,6111.5,131.0476,-88.62748895600001,40.928418928
IL,Logan,1,222,552.78,91.98198198198199,109.8963963963964,9982.452297297295,147.02252252252254,-89.40122113604686,40.12533885970528
IL,Macon,1,139,305.8,95.0,110.0,9503.32,150.0,-89.037005352518,40.00027749640288
IL,Marshall,1,133,243.06,82.23308270676692,89.40601503759399,6644.336616541354,126.98646616541355,-89.46664840601504,41.03347087218045
IL,Mason,1,43,184.9,120.0,150.0,17671.46,195.1,-89.69130825581395,40.255148279069765
IL,McDonough,0,60,150.0,89.0,127.0,12667.69,152.4,-90.76846493478261,40.608352000000004
IL,McLean,1,492,1013.77,83.77439024390245,96.77642276422765,7742.43650406504,132.1569105691057,-88.74845614227642,40.5451258597561
IL,Morgan,1,107,301.74,114.0,127.0,12667.69,177.4,-90.06272899065421,39.6968326728972
IL,Pike,0,1,1.65,70.0,82.0,5281.02,110.9,-90.846191,39.618793
IL,Stark,0,100,150.0,80.0,77.0,4656.63,118.6,-89.6665144,41.108017425
IL,Stephenson,0,67,100.5,80.0,82.0,5281.02,121.0,-89.88288594029851,42.45633534328358
IL,Tazewell,1,67,100.5,80.0,77.0,4656.63,118.60000000000001,-89.42814594736842,40.35598113157894
IL,Vermilion,0,183,315.08000000000004,98.66120218579235,100.0,7853.98,148.6879781420765,-87.84482308984867,40.260475710277426
IL,Warren,1,60,150.0,89.0,127.0,12667.69,152.4,-90.74744364285714,40.646477571428576
IL,Whiteside,1,74,194.25,84.0,126.0,12468.98,146.9,-89.64097050000001,41.60062525
IL,Woodford,1,100,200.0,100.0,90.0,6361.73,145.1,-88.96248494666666,40.8767054
IN,Benton,1,638,1388.62,84.31818181818181,100.05895403770586,8241.821526380856,134.3645352995717,-87.36320665881496,40.6026738549075
IN,Jay,1,109,266.34,91.61467889908256,121.24770642201835,11569.854311926607,152.24311926605503,-85.02164020675765,40.33399667800403
IN,Kosciusko,0,1,0.9,71.0,56.0,2463.01,99.1,-86.044098,41.110992
IN,Madison,0,125,200.0,100.0,100.0,7853.980000000001,150.0,-85.82388017857143,40.32919725
IN,Randolph,1,159,321.7,96.24877707896576,114.21733053808525,10511.951341719077,153.45618448637313,-85.01990155618448,40.161949871418585
IN,Tipton,1,125,200.0,100.0,100.0,7853.98,150.0,-85.89664269565218,40.34883971014492
IN,Warren,1,150,401.92,88.36,125.768,12432.56056,151.24,-87.442123496,40.387780639999995
IN,White,1,450,1005.25,86.95111111111112,99.47333333333333,8373.98171111111,136.7351111111111,-86.97618239514865,40.662578622660405
KS,Allen,0,59,199.28,108.40677966101696,130.88135593220338,13458.105423728814,173.9101694915254,-95.2438892881356,37.978570830508474
KS,Barber,0,374,670.4,80.0,99.31097351221189,7767.080773993807,129.71371610845296,-98.4057656715139,37.365510949463676
KS,Bourbon,0,70,197.4,114.0,127.0,12667.69,177.4,-94.99844764285714,37.70791494642857
KS,Butler,0,100,150.0,80.0,77.0,4656.63,118.6,-96.55169467,37.57968207
KS,Clark,0,328,777.04,83.59451219512195,114.36585365853658,10306.926524390245,140.75853658536587,-99.95616333169488,37.39511556987308
KS,Cloud,0,35,105.0,80.0,90.0,6361.73,125.0,-97.64207571641792,39.42056323880597
KS,Coffey,0,95,199.0,80.0,114.0,10207.03,136.9,-95.59237178947369,38.35128508421053
KS,Crawford,1,70,197.4,114.0,127.0,12667.69,177.4,-95.03116228571427,37.66557792857143
KS,Elk,0,111,199.8,80.0,90.0,6361.73,125.0,-96.43410018018018,37.427595630630634
KS,Ellis,0,114,204.0,80.0,100.0,7853.98,130.09912280701755,-99.44936670175439,38.99453072807018
KS,Ellsworth,0,233,349.5,80.0,84.73885770881478,5656.629366127434,122.44067348960051,-98.28893631949657,38.84257925285168
KS,Ford,0,441,1125.6,85.34467120181407,105.35487528344672,9099.553333333333,138.0721088435374,-99.79918570240957,37.77931947864129
KS,Gove,0,1,2.72,80.0,116.0,10568.32,138.1,-100.732635,39.121666
KS,Grant,0,135,249.75,80.0,87.0,5944.68,123.4,-101.14379506557378,37.633840737704915
KS,Gray,0,342,507.79999999999995,72.54385964912281,77.59649122807018,5456.18432748538,111.34152046783626,-100.34697025730993,37.713819704678365
KS,Harper,1,294,470.4,80.0,98.07954545454545,7571.924318181818,129.11022727272726,-98.23073942613637,37.360443477272725
KS,Haskell,0,135,249.75,80.0,87.0,5944.68,123.4,-101.0453610945946,37.640581499999996
KS,Kingman,0,476,804.95,80.45378151260505,102.37394957983193,8247.653445378151,131.68529411764706,-98.24173460762768,37.445010910181
KS,Kiowa,0,75,116.5,78.93333333333334,80.03333333333333,5061.8026666666665,118.98,-99.43638470666666,37.51961964
KS,Lincoln,0,289,461.5,80.0,82.58681329098924,5376.309687633312,121.37022325449117,-98.26708258728992,38.89126472406819
KS,Lyon,1,62,200.13,95.71153846153847,125.53846153846153,12466.806923076922,158.58076923076922,-96.02298384615385,38.49390098076923
KS,Marion,0,95,299.25,87.5,125.0,12271.85,150.0,-97.21673735789474,38.574800536842105
KS,Marshall,1,145,373.66,89.80689655172414,121.9448275862069,11722.790758620691,150.7193103448276,-96.46264017931036,39.71952744827587
KS,Nemaha,0,120,300.96,90.0,116.0,10568.32,148.1,-96.010946725,39.656971874999996
KS,Neosho,0,139,301.0,121.65467625899281,118.27338129496403,10997.831870503596,180.79136690647482,-95.38577725179856,37.49976718705036
