t_state,t_county,eia_id,p_year,p_tnum,p_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat,ordinance
NE,Polk,63393,2019,1,2.5,89.0,127.0,12667.69,152.5,-97.570107,41.165283,1
NE,Richardson,57283,2010,40,60.0,80.0,82.5,5345.62,121.3,-95.904470825,40.005686125,0
NE,Saline,64377,2021,99,300.0,91.08510638297872,127.43617021276596,12916.634787234041,154.83510638297872,-97.20278618085105,40.50444009574468,1
NE,Seward,61056,2017,1,1.7,80.0,103.0,8332.29,131.4,-97.187675,40.895283,0
NE,Wayne,61889,2019,71,160.02,89.15492957746478,114.90140845070422,10379.359718309859,146.68873239436618,-97.32551391549296,42.27098861971831,0
NE,Wayne,62711,2020,82,231.24,89.0,127.0,12667.69,152.4,-97.23481354878048,42.1484836097561,0
NE,Wayne,64139,2022,69,297.03,95.86065573770492,134.08196721311475,14343.521967213113,162.9016393442623,-97.19222070491803,42.25491954098361,0
NE,Webster,61407,2017,40,89.96,80.0,114.4,10296.886,137.3,-98.42182997500001,40.27864345,1
NE,Webster,64336,2021,100,250.0,80.0,116.0,10568.32,138.1,-98.64154301369862,40.25898943835617,1
NH,Coos,58004,2012,33,99.0,80.0,90.0,6361.73,125.0,-71.30484472727272,44.780166787878784,0
NH,Coos,59070,2015,5,14.25,85.0,103.0,8332.29,136.6,-71.2228026,44.4685892,0
NH,Grafton,58141,2012,24,48.0,78.0,87.0,5944.68,121.59999999999998,-71.80639075,43.76169108333334,0
NH,Hillsborough,59953,2019,9,28.8,91.05555555555556,113.0,10028.75,147.54444444444445,-72.01621666666666,43.055370777777775,0
NH,Sullivan,56399,2008,12,24.0,78.0,87.0,5944.68,121.59999999999998,-72.14536541666666,43.233831583333334,0
NJ,Atlantic,56300,2005,5,7.5,80.0,77.0,4656.63,118.6,-74.44834,39.3819724,0
NJ,Hudson,56964,2012,1,1.5,65.0,77.0,4656.63,103.6,-74.117699,40.652794,0
NM,Catron,64638,2021,34,99.8,94.11764705882354,137.1764705882353,14826.096470588234,162.80588235294115,-108.89782067647059,34.13207829411765,0
NM,Chaves,56304,2005,120,120.0,68.97368421052632,61.4,2960.92,99.7,-103.85924563157896,33.96332215789474,0
NM,Chaves,58939,2014,8,14.95,80.0,82.0,5281.02,121.0,-103.85558300000001,33.032891666666664,0
NM,Chaves,58940,2014,8,14.95,80.0,100.0,7853.979999999999,130.1,-103.8644928,33.014083,0
NM,Chaves,63502,2020,61,247.4,96.5,130.2,13572.152,161.7,-103.79646253333334,33.047739033333336,0
NM,Cibola,57357,2010,64,102.4,80.0,82.5,5345.62,121.3,-107.38181971875,35.256836125,0
NM,Curry,57258,2003,2,1.32,65.0,47.0,1734.94,88.4,-103.05587349999999,34.357452499999994,0
NM,Curry,58464,2014,12,19.8,80.0,82.0,5281.02,121.0,-103.32507566666668,34.74593016666667,0
NM,Curry,58465,2014,12,19.8,80.0,82.0,5281.02,121.0,-103.28146733333334,34.747814,0
NM,Curry,60145,2017,43,98.9,80.0,108.0,9160.88,134.1,-103.0965026511628,34.80615927906977,0
NM,Curry,60152,2017,62,142.6,80.0,108.0,9160.88,134.1,-103.12166211290322,34.751151274193546,0
NM,Curry,60317,2019,84,220.5,85.0,120.0,11309.73,145.1,-103.23973092857143,34.806669380952385,0
NM,De Baca,56097,2003,136,204.0,80.0,87.0,5944.68,123.4,-104.06986768,34.5671548,0
NM,De Baca,61925,2018,21,50.9,89.0,127.0,12667.69,152.4,-103.98303555555555,34.58225066666667,0
NM,Guadalupe,56336,2022,33,91.5,88.15625,125.96875,12470.874062500001,151.140625,-105.07682065625,34.8124225,0
NM,Guadalupe,63981,2021,377,1055.6,89.0,127.0,12667.69,152.4,-105.27336203703705,34.6990037037037,0
NM,Guadalupe,64845,2022,53,143.06,89.0,127.0,12667.69,152.5,-105.02607561224491,34.824674571428574,0
NM,Lea,57887,2012,13,27.3,90.0,97.0,7389.8099999999995,138.4,-103.27959153846155,32.95541030769231,0
NM,Lea,60991,2017,13,29.9,80.0,116.0,10568.32,138.1,-103.27478199999999,33.36131530769231,0
NM,Lea,63502,2020,61,247.4,107.5,145.0,16513.0,180.1,-103.73112386666666,32.962188033333334,0
NM,Lincoln,63981,2021,377,1055.6,89.0,127.0,12667.69,152.4,-105.34128183870968,34.29284864516129,1
NM,Luna,57947,2011,28,50.4,80.0,100.0,7853.9800000000005,130.1,-107.50901232142857,32.555684642857145,0
NM,Quay,56097,2003,136,204.0,80.0,87.0,5944.68,123.39999999999999,-104.05416513953489,34.67536613953488,0
NM,Quay,56293,2005,60,60.0,69.0,61.4,2960.92,99.7,-103.35033778750001,34.9790339375,0
NM,Quay,57106,2008,1,1.5,80.0,77.0,4656.63,118.6,-103.738991,35.169693,0
NM,Quay,61925,2018,21,50.9,87.36363636363636,122.0909090909091,11792.47,148.34545454545454,-103.972256,34.62285918181818,0
NM,Roosevelt,56304,2005,120,120.0,69.0,61.400000000000006,2960.92,99.7,-103.80312757317073,33.95139865853658,0
NM,Roosevelt,58771,2015,125,250.0,80.0,100.0,7853.98,130.1,-103.49789213599999,33.922133088,0
NM,Roosevelt,59838,2016,16,31.65,80.0,100.0,7853.98,130.1,-103.36381768,33.90093456,0
NM,Roosevelt,63578,2020,240,522.8,80.0,118.91213389121339,11113.216778242679,139.36694560669457,-103.19552621338912,33.918399217573224,0
NM,Torrance,56945,2009,40,99.4,80.0,116.0,10568.32,138.1,-105.961315625,34.467914375,0
NM,Torrance,58098,2017,142,298.2,80.0,114.0,10207.03,136.9,-105.64175617605633,34.72119557042253,0
NM,Torrance,61044,2021,76,212.8,89.0,127.0,12667.69,152.4,-105.66283146052632,34.60884692105263,0
NM,Torrance,63981,2021,377,1055.6,89.0,127.0,12667.69,152.4,-105.37656452351098,34.46409367711599,0
NV,White Pine,57192,2012,66,151.8,80.0,101.0,8011.849999999999,130.5,-114.48927628787878,39.09651853030303,0
NY,Chautauqua,58777,2021,37,125.48,91.54054054054055,116.1891891891892,10604.214594594594,149.56216216216217,-79.17470372972973,42.31548521621622,0
NY,Chautauqua,61673,2018,36,78.4,95.0,110.0,9503.32,150.0,-79.23183255555556,42.40774783333333,0
NY,Clinton,56618,2008,67,100.5,80.0,77.0,4656.63,118.6,-73.99393073134327,44.921359835820894,0
NY,Clinton,56619,2008,54,81.0,80.0,77.0,4656.63,118.6,-73.97373362962963,44.86983174074074,0
NY,Clinton,56857,2012,70,215.25,94.0,112.0,9852.03,150.0,-73.93881595714286,44.92812828571429,0
NY,Clinton,56901,2009,65,97.5,80.0,77.0,4656.63,118.6,-73.64967252307692,44.820633907692304,0
NY,Erie,56575,2007,8,20.0,80.0,93.0,6792.91,126.5,-78.867636625,42.8179025,0
NY,Erie,57078,2012,6,15.0,80.0,96.0,7238.23,128.0,-78.861697,42.807241833333336,0
NY,Erie,61734,2017,1,1.5,85.0,82.3,5319.73,126.2,-79.102692,42.580894,0
NY,Franklin,56904,2009,71,106.5,80.0,77.0,4656.63,118.60000000000001,-74.03575995774648,44.89893902816901,0
NY,Franklin,59629,2016,37,77.7,93.0,114.0,10207.03,150.0,-74.09657116216216,44.883082513513514,0
NY,Herkimer,57287,2011,37,74.0,100.0,90.0,6361.73,145.1,-74.89501694594595,43.14359886486486,0
NY,Lewis,56290,2006,112,184.8,80.0,82.0,5281.02,121.0,-75.58256110824742,43.7729447628866,0
NY,Lewis,58979,2018,40,80.0,95.0,110.0,9503.32,150.0,-75.6393374,43.890877725,0
NY,Lewis,61041,2021,20,79.73,103.875,137.25,14936.507500000002,172.575,-75.61710550000001,43.70754375,0
NY,Madison,55790,2012,20,30.0,66.0,71.075,3972.4995000000004,101.58,-75.76103020000001,42.988460950000004,0
NY,Madison,56594,2007,23,34.5,80.0,77.0,4656.63,118.60000000000001,-75.56293000000001,42.92126478947369,0
NY,Oneida,56594,2007,23,34.5,80.0,77.0,4656.63,118.6,-75.54009625,42.95086575,0
NY,Ontario,57648,2011,2,3.3,70.0,82.0,5281.02,110.9,-76.9680515,42.886696,0
NY,Steuben,56633,2009,50,125.0,80.0,96.0,7238.23,128.0,-77.49231013333333,42.534485000000004,0
NY,Steuben,56634,2009,50,125.0,80.0,111.42857142857143,9807.156571428572,135.79142857142855,-77.43859117142857,42.53243751428571,0
NY,Steuben,57867,2011,27,55.35,78.55555555555556,92.48148148148148,6717.376666666667,124.70370370370371,-77.53695618518519,42.31271614814815,0
NY,Steuben,58768,2014,10,16.2,80.0,103.0,8332.29,131.4,-77.5045769,42.1773228,0
NY,Wayne,62736,2012,2,1.1,47.5,43.5,1651.3,69.55,-77.360939,43.226522,0
NY,Wyoming,56620,2008,67,100.5,80.0,77.0,4656.63,118.6,-78.25864031343284,42.5451171641791,0
NY,Wyoming,56902,2009,84,126.0,80.0,77.0,4656.63,118.6,-78.26085490476191,42.62293007142857,0
NY,Wyoming,56953,2009,75,112.5,80.0,77.0,4656.63,118.6,-78.39379154666666,42.7440134,0
NY,Wyoming,58088,2014,52,84.24,80.0,100.3103448275862,7903.460344827586,130.2344827586207,-78.24060375862068,42.746163603448274,0
OH,Cuyahoga,57613,2011,1,2.5,85.0,100.0,7853.98,135.0,-81.525696,41.58469,0
OH,Cuyahoga,59024,2012,2,1.23,70.0,54.0,2290.22,96.9,-81.497627,41.602192,0
OH,Darke,61660,2018,3,4.5,80.0,87.0,5944.68,123.40000000000002,-84.61149333333333,40.12783433333333,0
OH,Hancock,60015,2015,2,3.0,80.0,87.0,5944.68,123.4,-83.643955,41.1004775,0
OH,Hancock,60128,2015,3,4.5,80.0,87.0,5944.68,123.40000000000002,-83.641027,41.09605666666666,0
OH,Hancock,61356,2018,2,3.0,80.0,87.0,5944.68,123.4,-83.6442605,41.0836275,0
OH,Hancock,62653,2019,3,4.5,80.0,87.0,5944.68,123.40000000000002,-83.63700899999999,41.09112566666666,0
OH,Hardin,58780,2021,75,247.0,85.61194029850746,128.77611940298507,13061.899402985075,150.0,-83.75320589552238,40.55857868656716,0
OH,Hardin,61330,2017,30,66.0,95.0,110.0,9503.32,150.0,-83.71504490000001,40.789454500000005,0
OH,Logan,58630,2013,2,3.4,80.0,100.0,7853.98,130.1,-83.892563,40.447702500000005,0
OH,Logan,58780,2021,75,247.0,84.0,132.0,13684.78,150.0,-83.71439062500001,40.510744375,0
OH,Marion,61005,2017,3,4.5,80.0,87.0,5944.68,123.40000000000002,-83.178871,40.59116,0
OH,Paulding,57449,2012,152,304.0,100.0,90.0,6361.73,145.1,-84.59411710810811,41.004662513513516,0
OH,Paulding,57620,2011,55,99.0,95.0,100.0,7853.98,145.1,-84.74890129090909,41.02763,0
OH,Paulding,58220,2012,3,4.5,85.0,87.0,5944.68,128.6,-84.58799499999999,41.019691333333334,0
OH,Paulding,59296,2018,42,105.0,90.0,116.0,10568.32,148.1,-84.58561214285714,41.04357592857143,0
OH,Paulding,60470,2016,48,100.8,93.0,114.0,10207.03,150.0,-84.76025795833333,41.12734591666666,0
OH,Paulding,62752,2019,3,4.5,80.0,87.0,5944.68,123.40000000000002,-84.61282833333333,41.189889,0
OH,Paulding,62944,2020,31,126.0,105.0,146.73333333333332,16937.68733333333,178.46666666666667,-84.6725988,41.0815342,0
OH,Putnam,61004,2017,1,1.5,80.0,87.0,5944.68,123.4,-84.033714,41.002811,0
OH,Van Wert,57449,2012,152,304.0,100.0,90.0,6361.73,145.1,-84.6102387826087,40.9531752,0
OH,Van Wert,57570,2012,3,4.5,85.0,87.0,5944.68,128.6,-84.564196,40.91349266666666,0
OH,Wood,56226,2004,2,3.6,78.0,80.0,5026.55,118.0,-83.7386475,41.37949175,0
OH,Wyandot,60126,2016,1,1.5,80.0,87.0,5944.68,123.4,-83.228584,40.718292,0
OK,Alfalfa,62494,2020,91,250.9,88.4,126.26666666666667,12527.732,151.4466666666667,-98.24904721666667,36.51187695,0
OK,Beaver,58900,2015,162,299.7,80.0,87.0,5944.68,123.39999999999999,-100.84378238888888,36.517912814814814,0
OK,Beaver,60256,2016,60,198.0,91.5,117.0,10751.32,150.0,-100.58754693333334,36.552146,0
OK,Beaver,63590,2020,100,203.57,83.86,108.0,9196.4482,137.864,-100.69175892999999,36.562916460000004,0
OK,Beckham,57346,2010,66,101.16,80.0,91.0,6503.88,125.6,-99.55989059999999,35.4402148,0
OK,Blaine,59284,2014,117,198.9,80.0,100.0,7853.98,130.1,-98.61912745454546,35.98790781818182,0
OK,Blaine,63479,2022,355,993.6,89.0,127.0,12667.69,152.5,-98.54029862337663,35.79503758441558,0
OK,Caddo,56081,2003,45,74.25,70.0,72.0,4071.5,106.1,-98.586135875,34.860631812499996,0
OK,Caddo,56335,2005,73,146.0,67.0,110.0,9503.32,121.89999999999999,-98.60979578947368,34.86940710526316,0
OK,Caddo,57616,2011,55,99.0,80.0,90.0,6361.73,125.0,-98.5538467090909,34.913942945454544,0
OK,Caddo,57956,2011,63,100.8,80.0,94.76923076923077,7075.319230769232,127.47692307692306,-98.11912938461539,35.317808846153845,0
OK,Caddo,58203,2012,63,111.0,80.0,114.54545454545455,10321.561818181817,137.37272727272727,-98.16254954545454,35.36058478787879,0
OK,Caddo,61836,2018,61,129.88,86.76470588235294,111.26470588235294,9760.49088235294,142.46764705882353,-98.36304964705882,35.462309352941176,0
OK,Caddo,64047,2021,110,303.72,89.0,127.0,12667.69,152.4018181818182,-98.3989978909091,35.00337206363636,0
OK,Canadian,57987,2012,135,298.45,79.18888888888888,96.86296296296297,7386.546222222222,127.63925925925925,-98.09293302222223,35.65963656296296,0
OK,Canadian,58203,2012,60,111.0,80.0,116.0,10568.32,138.1,-98.14644055172414,35.39440737931035,0
OK,Canadian,58902,2015,90,180.0,80.0,100.0,7853.98,130.1,-97.90255259999999,35.68446888,0
OK,Canadian,61836,2018,61,129.88,86.4,111.32,9763.3492,142.088,-98.27340912,35.42979036,0
OK,Carter,59234,2015,50,100.0,80.0,110.0,9503.32,135.0,-97.16317655555555,34.362957333333334,0
OK,Comanche,56081,2003,45,74.25,70.0,72.0,4071.5,106.1,-98.56742600000001,34.84909044827586,0
OK,Comanche,57108,2009,66,99.0,80.0,77.0,4656.63,118.6,-98.47270166666667,34.82014907575758,0
OK,Custer,56273,2005,71,113.6,80.0,91.0,6503.879999999999,125.60000000000001,-98.74002443956044,35.51320425274725,0
OK,Custer,56804,2008,82,123.0,80.0,77.0,4656.63,118.59999999999998,-99.35562633333332,35.534244083333334,0
OK,Custer,63479,2022,355,993.6,89.01229508196721,126.86475409836065,12641.878073770491,152.44467213114754,-98.82229731147541,35.675123139344265,0
OK,Dewey,57261,2011,54,129.6,80.0,95.0,7088.22,127.4,-98.9430897962963,35.864227148148146,0
OK,Dewey,57332,2012,85,195.5,80.0,101.0,8011.85,130.5,-98.76499615306123,36.07571334693878,0
OK,Dewey,59284,2014,117,198.9,80.0,100.0,7853.9800000000005,130.1,-98.69931425471698,35.97719583018868,0
OK,Dewey,59311,2014,117,198.9,80.0,100.0,7853.98,130.1,-98.99346985470086,36.10693735897436,0
OK,Dewey,59312,2014,59,100.3,80.0,100.0,7853.98,130.1,-98.96947518421052,36.13713489473684,0
OK,Dewey,61876,2018,80,198.6,90.0,116.0,10568.32,148.1,-99.33514190476191,36.14873447619048,0
OK,Ellis,60574,2016,93,225.0,87.90625,105.3125,8759.39875,140.4625,-99.615185046875,36.160494234375,0
OK,Ellis,61876,2018,80,198.6,90.0,116.0,10568.32,148.1,-99.3972718888889,36.13947377777778,0
OK,Garfield,58041,2016,140,235.2,80.0,86.21212121212122,5898.104848484848,123.14848484848486,-97.70172998484848,36.566256295454544,0
OK,Garfield,58994,2015,57,98.1,80.0,103.0,8332.29,131.4,-97.67607912280701,36.44769701754387,0
OK,Garfield,61269,2017,120,297.8,85.71428571428571,116.0,10568.319999999998,143.81428571428572,-97.479381,36.57055257142857,0
OK,Garfield,61926,2018,126,247.28,84.27184466019418,106.89320388349515,9022.79145631068,137.8145631067961,-97.55281745631068,36.30892653398058,0
OK,Garfield,62494,2020,91,250.9,88.18181818181819,126.0,12476.838181818182,151.10000000000002,-98.05646681818183,36.565216954545456,0
OK,Garfield,63104,2020,88,248.16,89.0,127.0,12667.69,152.5,-97.50203792105263,36.40433836842105,0
OK,Grady,57590,2010,62,99.2,80.0,91.0,6503.88,125.6,-97.98370179032257,35.27995458064516,0
OK,Grady,57956,2011,61,97.6,80.0,97.0,7389.81,128.6,-98.04287626,35.3322081,0
OK,Grady,58203,2012,60,111.0,80.0,116.0,10568.32,138.1,-98.089088,35.359196,0
OK,Grady,59065,2016,54,108.0,80.0,110.0,9503.32,135.0,-97.94115222222223,34.83099966666667,0
OK,Grady,60592,2016,120,249.0,80.0,116.0,10568.32,138.1,-97.83704709859155,34.721883098591555,0
OK,Grady,61221,2017,48,99.1,93.0,114.0,10207.03,150.0,-97.87380520833334,35.27630933333334,0
OK,Grant,58041,2016,140,235.2,80.0,87.4,6074.9,123.74,-97.67182919999999,36.59760477142857,0
OK,Grant,60013,2016,66,151.8,80.0,108.0,9160.88,134.1,-97.67576887878788,36.922954363636364,0
OK,Grant,60545,2016,64,147.2,80.0,108.0,9160.88,134.1,-97.674418203125,36.968323171875,0
OK,Grant,61261,2017,60,154.58,83.90243902439025,117.36585365853658,10838.031219512195,142.6853658536585,-97.4974865609756,36.9155827804878,0
OK,Harper,56094,2003,34,51.0,80.0,82.5,5345.62,121.3,-99.31825114814814,36.602233444444444,0
OK,Harper,56380,2007,40,60.0,80.0,77.0,4656.63,118.6,-99.616877425,36.6443484,0
OK,Harper,56621,2007,45,94.5,79.0,88.0,6082.120000000001,123.1,-99.49987682222222,36.6380444,0
OK,Harper,56946,2008,9,18.9,79.0,88.0,6082.12,123.09999999999998,-99.65531322222222,36.774128,0
OK,Johnston,63327,2020,112,303.5,89.0,125.69047619047619,12417.765,151.7452380952381,-96.777658,34.48524605952381,0
OK,Kay,58209,2012,26,59.8,80.0,108.0,9160.88,134.1,-97.42621499999998,36.850940461538464,0
OK,Kay,59460,2015,130,299.0,80.0,108.0,9160.88,134.1,-97.17587857692307,36.946116207692306,0
OK,Kay,60218,2016,61,199.8,87.0,126.0,12468.98,150.0,-97.17870337704917,36.844760622950815,0
OK,Kay,61261,2017,60,154.58,85.0,120.0,11309.73,145.1,-97.43086610526315,36.91528026315789,0
OK,Kay,61269,2017,120,297.8,89.5,116.0,10568.32,147.6,-97.3918175,36.6172132,0
OK,Kay,62837,2021,74,355.2,108.0,149.0,17436.63,182.6,-97.01121654054054,36.85084091891892,0
OK,Kingfisher,58902,2016,90,180.0,80.0,100.0,7853.98,130.1,-97.83884769387755,35.755060520408165,0
OK,Kingfisher,61270,2017,95,299.25,87.5,125.0,12271.85,150.0,-97.778464,36.04877578494624,0
OK,Kiowa,56335,2005,84,151.2,67.0,105.3125,8803.8246875,119.571875,-98.649052703125,34.877089265625,0
OK,Kiowa,58078,2012,93,148.8,80.0,82.5,5345.62,121.3,-98.99807151282052,35.08758894871794,0
OK,Logan,61270,2017,95,299.25,87.5,125.0,12271.85,150.0,-97.670765,35.9886685,0
OK,Major,62494,2020,91,250.9,89.0,127.0,12667.69,152.4,-98.19880875,36.437636749999996,0
OK,Major,63494,2021,103,286.62,89.0,127.0,12667.69,152.40851063829786,-98.15690319148936,36.28267425531915,0
OK,Murray,58938,2014,75,150.0,80.0,100.0,7853.98,130.09733333333332,-97.26974781333332,34.44597381333333,0
OK,Murray,59234,2015,50,100.0,80.0,110.0,9503.32,135.0,-97.17693895121951,34.39472024390244,0
OK,Murray,64172,2021,49,140.0,90.25,127.70833333333333,13016.337708333333,154.18125,-97.28114883333335,34.41578760416667,0
OK,Murray,64750,2021,28,118.1,120.0,148.57142857142858,17379.740714285716,194.38214285714284,-96.89915921428572,34.52342432142857,0
OK,Noble,61269,2017,120,297.8,89.24731182795699,116.0,10568.32,147.347311827957,-97.27487789247311,36.56285607526882,0
OK,Noble,63104,2020,88,248.16,89.0,127.0,12667.69,152.5,-97.41188066000001,36.388254499999995,0
OK,Osage,58683,2015,84,150.36,80.0,100.0,7853.98,130.1,-96.65345767857143,36.70667367857143,0
OK,Pontotoc,63327,2020,112,303.5,89.0,127.0,12667.69,152.4,-96.79425904347826,34.51607169565217,0
OK,Pushmataha,61866,2019,29,100.05,105.0,136.0,14526.72,173.1,-95.1924865,34.590843285714286,0
OK,Roger Mills,56665,2012,66,132.0,78.0,90.0,6361.73,123.1,-99.81704481818181,35.53833181818182,0
OK,Roger Mills,56804,2008,82,123.0,80.0,77.0,4656.63,118.6,-99.41687514285715,35.539429857142856,0
OK,Roger Mills,57346,2010,66,101.16,80.0,91.82692307692308,6623.382788461539,125.97211538461539,-99.78210039423077,35.49243257692308,0
OK,Stephens,60592,2016,120,249.0,80.0,116.0,10568.32,138.1,-97.75608899999999,34.66884247916666,0
OK,Texas,57889,2012,20,40.0,80.0,93.0,6792.910000000001,126.5,-101.452021,36.6042829,0
OK,Texas,58998,2015,100,200.0,80.0,107.2,9041.5048,133.628,-101.6346479,36.52492494,0
OK,Washita,56273,2005,27,43.2,80.0,91.0,6503.88,125.6,-98.66409071428572,35.46008128571429,0
OK,Washita,58078,2012,93,148.8,80.0,82.5,5345.62,121.3,-99.00303249999999,35.1595807962963,0
OK,Washita,58999,2015,37,74.0,80.0,110.0,9503.32,135.0,-98.90665743243244,35.19782664864865,0
OK,Woods,63489,2021,72,199.4,89.0,127.0,12667.69,152.4,-98.61393155813953,36.503481395348835,0
OK,Woodward,56094,2003,34,51.0,80.0,82.5,5345.62,121.30000000000001,-99.28923463414634,36.57383185365854,0
OK,Woodward,57286,2009,44,101.2,80.0,93.0,6792.91,126.5,-99.48938654545455,36.330704499999996,0
OK,Woodward,57358,2010,66,151.8,80.0,101.0,8011.849999999999,130.5,-99.50489521212121,36.276810560606066,0
OK,Woodward,59312,2014,59,100.3,80.0,100.0,7853.98,130.1,-98.99775214285715,36.17039795238095,0
OK,Woodward,60574,2016,93,225.0,87.53448275862068,105.86206896551724,8853.062758620688,140.36551724137934,-99.53707020689656,36.182160413793106,0
OK,Woodward,61876,2018,80,198.6,90.0,116.0,10568.32,148.1,-99.30391416,36.18331086,0
OK,Woodward,62871,2020,60,148.4,89.66666666666667,119.66666666666667,11268.109999999999,149.53333333333333,-99.32701093333334,36.54506608333334,0
OR,Baker,57803,2011,6,3.0,40.0,41.0,1320.25,60.4,-117.27273183333334,44.39690916666667,1
OR,Baker,59490,2017,5,10.0,80.0,116.0,10568.32,138.1,-117.2682754,44.425554,1
OR,Baker,59491,2017,5,10.0,80.0,116.0,10568.32,138.1,-117.2741058,44.4184318,1
OR,Baker,59492,2017,5,10.0,80.0,116.0,10568.32,138.1,-117.32116260000001,44.3527526,1
OR,Baker,59493,2017,5,10.0,80.0,116.0,10568.32,138.1,-117.25739300000001,44.4169648,1
OR,Baker,59494,2017,5,10.0,80.0,116.0,10568.32,138.1,-117.27245640000001,44.3817026,1
OR,Gilliam,55739,2002,42,25.2,60.0,47.0,1734.9400000000003,83.5,-120.27116213253011,45.2737159879518,0
OR,Gilliam,56360,2006,67,109.2,80.0,91.0,6503.88,125.59999999999998,-120.2097664477612,45.65245949253731,0
OR,Gilliam,56789,2009,47,98.7,79.0,88.0,6082.12,123.1,-120.12125114893617,45.69167285106383,0
OR,Gilliam,56854,2009,46,96.6,79.0,88.0,6082.120000000001,123.1,-120.31673597826087,45.670592913043485,0
OR,Gilliam,56855,2008,49,102.9,79.04081632653062,88.0,6082.12,123.09591836734694,-120.23971955102041,45.68777746938776,0
OR,Gilliam,56952,2009,48,72.0,80.0,77.0,4656.63,118.59999999999998,-120.00863566666668,45.65272777777778,0
OR,Gilliam,57333,2011,117,201.3,80.0,81.04273504273505,5180.528034188034,120.62136752136752,-120.18557747008546,45.62172362393162,0
OR,Gilliam,57526,2012,116,290.0,85.0,123.78313253012048,12074.184096385543,146.81204819277107,-120.0747163373494,45.697846144578314,0
OR,Gilliam,57549,2012,116,290.0,85.0,100.0,7853.98,135.0,-120.07432472222223,45.73747809259259,0
OR,Gilliam,57550,2012,116,319.0,85.0,127.0,12667.69,148.4,-120.04149229508197,45.58718426229508,0
OR,Gilliam,58099,2019,56,200.85,82.44642857142857,135.10714285714286,14342.993214285714,150.0,-120.11561973214285,45.54294817857143,0
OR,Morrow,56933,2009,6,9.9,80.0,82.0,5281.02,121.0,-119.93885166666666,45.678293833333335,0
OR,Morrow,56952,2009,48,72.0,80.0,77.0,4656.63,118.6,-119.98326613333333,45.65276143333333,0
OR,Morrow,56967,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.47461966666667,45.64286166666667,0
OR,Morrow,56968,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.47049,45.639095,0
OR,Morrow,56969,2009,10,20.0,80.0,92.5,6720.06,126.2,-119.4534836,45.6448804,0
OR,Morrow,56971,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.47515233333333,45.650311833333326,0
OR,Morrow,56972,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.47175975,45.655944,0
OR,Morrow,57526,2012,82,224.75,85.0,117.34782608695652,10928.81695652174,143.61739130434785,-119.977408,45.59795473913043,0
OR,Morrow,57549,2012,116,290.0,85.0,100.0,7853.98,135.0,-119.986048625,45.61475625,0
OR,Morrow,57550,2012,116,319.0,85.0,120.74545454545455,11504.843090909091,145.31636363636363,-119.9676588,45.574337763636365,0
OR,Morrow,62745,2020,120,299.54,89.0,127.0,12667.69,152.4,-119.58642870886077,45.517543455696206,0
OR,Morrow,62935,2020,4,10.0,89.0,127.0,12667.69,152.5,-119.466774,45.69081975,0
OR,Morrow,64051,2020,4,10.0,89.0,127.0,12667.69,152.5,-119.45293025000001,45.677983999999995,0
OR,Morrow,64052,2020,4,10.0,89.0,127.0,12667.69,152.5,-119.56080025,45.647521999999995,0
OR,Morrow,64053,2020,4,10.0,89.0,127.0,12667.69,152.5,-119.54502475,45.63653375,0
OR,Morrow,64057,2020,120,299.54,86.14634146341463,123.51219512195122,12002.036097560975,147.8658536585366,-119.59325168292683,45.52401760975609,0
OR,Sherman,55871,2001,16,24.0,65.0,70.5,3903.63,100.3,-120.550460875,45.5647173125,0
OR,Sherman,56359,2005,50,80.0,80.0,91.0,6503.88,125.6,-120.58114101999999,45.58252478,0
OR,Sherman,56468,2008,124,221.2,80.0,81.0,5190.7,120.575,-120.56221202272727,45.573060744318184,0
OR,Sherman,56485,2010,76,174.8,80.0,89.14746543778801,6263.400138248849,124.57373271889401,-120.60086653456221,45.65005707373272,0
OR,Sherman,56790,2009,48,100.8,79.0,88.0,6082.12,123.09999999999998,-120.58389222916666,45.50689889583333,0
OR,Sherman,57096,2010,47,98.7,79.0,88.0,6082.12,123.1,-120.48879857446809,45.50599831914893,0
OR,Sherman,57578,2010,6,9.0,80.0,77.0,4656.63,118.59999999999998,-120.61728699999999,45.60734416666667,0
OR,Sherman,63710,2022,51,201.3,101.07843137254902,143.33333333333334,16278.687450980391,172.7450980392157,-120.69745923529412,45.53122994117648,0
OR,Umatilla,55560,2001,454,176.88,50.0,47.0,1734.94,73.5,-118.848083,46.000694,1
OR,Umatilla,55989,2002,454,83.16,50.0,47.0,1734.94,73.5,-118.78738949180328,45.9852943715847,1
OR,Umatilla,56195,2003,41,41.0,55.0,61.400000000000006,2960.92,85.6,-118.5843990487805,45.93991375609756,1
OR,Umatilla,56970,2009,10,20.0,80.0,92.5,6720.06,126.2,-119.4146666,45.7249046,1
OR,Umatilla,56972,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.407089,45.695293,1
OR,Umatilla,56973,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.41366950000001,45.700527,1
OR,Umatilla,56974,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.413788,45.705394999999996,1
