t_state,t_county,eia_id,p_year,p_tnum,p_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat,ordinance
IA,Poweshiek,62133,2018,100,200.0,95.0,110.0,9503.32,150.0,-92.55935066666667,41.64504714141414,1
IA,Poweshiek,62608,2019,70,140.0,95.0,110.0,9503.32,150.0,-92.42929715942029,41.632256884057966,1
IA,Sac,56251,2017,107,160.5,65.3913043478261,80.3054347826087,5096.660326086957,105.67826086956521,-95.31155579347826,42.505958695652176,0
IA,Sac,62080,2020,53,130.92,86.92307692307692,124.46153846153847,12183.220000000001,149.1,-95.22116803846153,42.31776038461539,0
IA,Sac,64662,2021,32,81.4,83.72413793103448,120.55172413793103,11437.024827586207,144.01724137931035,-95.19147882758621,42.39621248275862,0
IA,Story,56924,2008,100,150.0,80.0,88.91666666666667,6212.63,124.45416666666667,-93.28467453125,42.103686822916664,1
IA,Story,57469,2009,100,150.0,80.0,78.12,4804.41,119.16,-93.33124212000001,42.18639972,1
IA,Story,58927,2011,1,1.5,85.0,82.0,5281.02,125.9,-93.598991,42.207893,1
IA,Tama,57874,2012,45,105.75,80.0,108.0,9160.88,134.1,-92.71484865,42.15897205,1
IA,Tama,58932,2011,1,1.5,85.0,82.0,5281.02,125.9,-92.442543,42.161354,1
IA,Taylor,1158,2003,1,0.75,55.0,48.0,1809.56,78.9,-94.538094,40.896694,0
IA,Taylor,61644,2017,1,1.79,80.0,100.0,7853.98,130.1,-94.475632,40.764946,0
IA,Taylor,62172,2017,1,1.79,80.0,100.0,7853.98,130.1,-94.474396,40.767693,0
IA,Taylor,63639,2020,41,112.42,88.04878048780488,124.04878048780488,12104.444390243903,150.0268292682927,-94.82377080487805,40.67774053658537,0
IA,Union,63640,2021,36,131.3,104.63235294117646,135.91176470588235,14633.377647058822,172.6735294117647,-94.41824567647059,41.12346870588235,0
IA,Webster,58884,2014,107,251.02,80.0,108.0,9160.88,134.1,-94.1847769906542,42.3378828411215,0
IA,Winnebago,56764,2008,10,20.0,78.0,83.0,5410.61,119.5,-93.7705428,43.3172164,0
IA,Winnebago,56925,2009,79,196.5,80.0,115.0,10401.8155,137.595,-93.79158448749999,43.3004927375,0
IA,Winnebago,57468,2009,44,66.0,80.0,82.5,5345.62,121.3,-93.89076663636364,43.34515393181818,0
IA,Winnebago,62081,2020,82,199.82,85.08695652173913,122.21739130434783,11754.920434782607,146.18260869565216,-93.89362508695653,43.45033743478261,0
IA,Winneshiek,58407,2011,1,1.6,80.0,82.5,5345.62,121.3,-91.817696,43.309093,0
IA,Worth,55804,2001,89,80.1,72.0,52.0,2123.72,98.1,-93.41143046067415,43.36488352808989,0
IA,Worth,56383,2008,40,80.0,78.9,84.75,5646.033,121.3175,-93.30100945000001,43.350254174999996,0
IA,Worth,56386,2008,40,80.0,78.11111111111111,86.72222222222223,5907.81,121.56666666666666,-93.32423750000001,43.36676361111111,0
IA,Worth,56765,2009,80,160.0,78.0,87.0,5944.68,121.6,-93.08761530000001,43.3932908125,0
IA,Worth,58071,2011,1,1.6,80.0,82.5,5345.62,121.3,-93.221489,43.384693,0
IA,Worth,64623,2021,78,169.6,80.0,119.07894736842105,11143.350131578947,139.44868421052632,-93.10946284210526,43.47684655263158,0
IA,Wright,56252,2017,100,150.0,67.75510204081633,81.48979591836735,5219.070816326531,108.64081632653063,-93.65457012244897,42.571425551020404,0
ID,Bingham,56301,2005,43,64.5,80.0,77.0,4656.63,118.6,-111.85505473333333,43.35222066666667,1
ID,Bonneville,56301,2005,43,64.5,80.0,77.0,4656.63,118.6,-111.83694575000001,43.40123307142857,0
ID,Bonneville,57211,2010,83,124.5,80.0,82.5,5345.62,121.3,-111.8415256385542,43.46867236144578,0
ID,Bonneville,57890,2012,32,57.6,80.0,100.0,7853.98,130.1,-111.73945378125,43.404834625,0
ID,Bonneville,58106,2012,57,119.7,90.0,97.0,7389.81,138.4,-111.81440921052632,43.55108903508772,0
ID,Cassia,56434,2011,13,19.5,80.0,82.5,5345.62,121.29999999999998,-113.92283453846154,42.489186153846155,0
ID,Cassia,56435,2011,8,12.0,80.0,82.5,5345.62,121.3,-113.91583925,42.43848175,0
ID,Cassia,56437,2011,13,19.5,80.0,82.5,5345.62,121.29999999999998,-114.01888792307692,42.46044076923077,0
ID,Elmore,56636,2009,20,42.0,79.0,88.0,6082.12,123.1,-115.4654174,43.0299541,0
ID,Elmore,56637,2009,20,42.0,79.0,88.0,6082.12,123.1,-115.48172609999999,43.0514244,0
ID,Elmore,57125,2010,15,22.5,80.0,82.5,5345.62,121.3,-115.057775,42.816200800000004,0
ID,Elmore,57427,2012,60,138.0,80.0,101.0,8011.85,130.5,-115.44024650000001,43.0360232,0
ID,Elmore,57428,2012,60,138.0,80.0,101.0,8011.85,130.5,-115.45416800000001,43.008074199999996,0
ID,Elmore,57429,2012,60,138.0,80.0,101.0,8011.85,130.5,-115.4106965,43.0460834,0
ID,Elmore,57430,2012,60,138.0,80.0,101.0,8011.85,130.5,-115.4507568,43.0560441,0
ID,Elmore,57431,2012,60,138.0,80.0,101.0,8011.85,130.5,-115.40456850000001,43.0241841,0
ID,Elmore,57444,2012,60,138.0,80.0,101.0,8011.85,130.5,-115.48884660000002,43.030573600000004,0
ID,Elmore,57749,2011,14,22.4,80.0,82.5,5345.62,121.3,-115.39431549999999,42.981887071428574,0
ID,Elmore,58019,2012,19,39.9,90.0,97.0,7389.81,138.4,-115.04498618181819,42.893330090909096,0
ID,Power,57760,2011,18,45.0,80.0,100.0,7853.98,130.1,-112.75980955555555,42.704928111111116,0
ID,Power,57761,2011,18,45.0,80.0,100.0,7853.98,130.1,-112.75366544444445,42.740716444444445,0
ID,Power,57766,2011,44,79.2,80.0,100.0,7853.98,130.1,-112.91692213636362,42.68774186363636,0
ID,Twin Falls,56308,2005,7,10.5,80.0,77.0,4656.63,118.6,-114.949585,42.85897971428572,0
ID,Twin Falls,56439,2011,9,13.5,80.0,82.5,5345.62,121.30000000000001,-114.990299,42.83899377777778,0
ID,Twin Falls,56440,2011,7,10.5,80.0,82.5,5345.62,121.3,-115.00002828571428,42.790979,0
ID,Twin Falls,56441,2011,14,21.0,80.0,82.5,5345.62,121.3,-114.99891214285715,42.6899725,0
ID,Twin Falls,56442,2011,8,12.0,80.0,82.5,5345.62,121.3,-114.966805,42.881740375,0
ID,Twin Falls,56443,2011,7,10.5,80.0,82.5,5345.62,121.3,-114.969284,42.836908,0
ID,Twin Falls,56934,2009,14,29.4,79.0,88.0,6082.12,123.1,-115.03665040000001,42.8445532,0
ID,Twin Falls,56935,2009,14,29.4,79.0,88.0,6082.12,123.09999999999998,-115.01737622222221,42.87650622222222,0
ID,Twin Falls,57124,2010,14,21.0,80.0,82.5,5345.62,121.3,-115.00967885714286,42.82478714285714,0
ID,Twin Falls,57126,2010,14,21.0,80.0,82.5,5345.62,121.3,-114.99855035714286,42.763209,0
ID,Twin Falls,58019,2012,19,39.9,90.0,97.0,7389.81,138.4,-115.03359,42.890019375,0
IL,Adams,57767,2009,1,0.9,75.0,54.0,2290.22,102.1,-91.192268,39.833282,1
IL,Brown,57767,2011,1,1.5,85.0,74.0,4300.84,123.5,-90.699394,39.973492,0
IL,Bureau,56297,2005,28,61.0,80.0,110.0,9503.32,135.0,-89.580391,41.24649,1
IL,Bureau,56408,2008,4,8.4,80.0,88.0,6082.12,124.1,-89.6190945,41.30081775,1
IL,Bureau,56622,2008,36,72.0,80.0,87.0,5944.68,123.40000000000002,-89.5856896111111,41.23225855555555,1
IL,Bureau,57135,2011,114,239.4,80.0,88.0,6082.12,124.1,-89.46200653571428,41.566380821428574,1
IL,Bureau,58694,2018,106,212.0,95.0,110.0,9503.32,150.0,-89.59459517142858,41.51067916190476,1
IL,Bureau,63251,2020,32,88.1,89.09375,125.96875,12470.874062500001,151.99687500000002,-89.60192775,41.20894215625,1
IL,Champaign,58008,2012,134,217.08,100.0,100.0,7853.98,150.0,-87.97703726666667,40.2446718,1
IL,DeKalb,57325,2009,145,217.5,80.0,77.0,4656.63,118.6,-88.87306614285714,41.818139428571435,1
IL,Douglas,61161,2020,48,199.8,105.0,146.79166666666666,16950.790416666667,178.4958333333333,-88.00763154166667,39.857785104166666,0
IL,Ford,57675,2011,94,150.4,80.0,82.5,5345.62,121.30000000000001,-88.00961455844156,40.461698285714284,1
IL,Ford,60587,2016,92,184.0,80.0,100.0,7853.98,130.1,-88.18860775757575,40.96508687878788,1
IL,Ford,65350,2022,43,120.4,89.0,127.0,12667.69,152.5,-88.3617774736842,40.54762684210526,1
IL,Grundy,57113,2010,132,198.0,80.0,77.0,4656.63,118.6,-88.5386819469697,41.16239508333333,0
IL,Henry,944,2009,2,3.0,65.0,77.0,4656.63,100.0,-90.1546705,41.426136,1
IL,Henry,57463,2012,133,211.38,94.88721804511279,88.94736842105263,6269.752631578947,139.31729323308272,-90.1403480225564,41.19559863909774,1
IL,Henry,58111,2012,133,211.38,100.0,100.0,7853.98,150.0,-90.17480372,41.238631940000005,1
IL,Henry,61787,2018,53,132.1,90.0,116.0,10568.32,148.1,-90.28724005660378,41.20611358490566,1
IL,Iroquois,57493,2011,94,150.4,80.0,82.5,5345.62,121.29999999999998,-87.57918480851063,40.72323134042553,1
IL,Iroquois,57675,2011,94,150.4,80.0,82.5,5345.62,121.3,-88.0378345882353,40.496197823529414,1
IL,Iroquois,58898,2015,103,175.1,80.0,100.0,7853.98,130.1,-88.0822859047619,40.98260116666667,1
IL,Kankakee,58898,2015,103,175.1,80.0,100.0,7853.98,130.1,-88.02910427868852,41.01710483606558,1
IL,Kankakee,60587,2016,92,184.0,80.0,100.0,7853.98,130.1,-88.20401584615385,41.00979773076923,1
IL,LaSalle,56450,2007,40,80.0,78.0,87.0,5944.68,121.6,-89.11237985714286,41.619325333333336,1
IL,LaSalle,56941,2009,66,99.0,80.0,77.0,4656.63,118.6,-88.70483815714286,41.203281357142856,1
IL,LaSalle,57110,2009,68,102.0,80.0,77.0,4656.63,118.6,-88.61504163235293,41.13534233823529,1
IL,LaSalle,61344,2020,42,158.2,82.47619047619048,135.04761904761904,14330.744761904763,150.0,-88.69734207142858,41.126169142857144,1
IL,Lee,56160,2019,29,76.125,84.0,126.0,12468.98,146.9,-89.05392034482759,41.72122131034483,1
IL,Lee,56450,2007,40,80.0,78.0,87.0,5944.68,121.60000000000001,-89.19082015789473,41.66004478947368,1
IL,Lee,57135,2011,114,239.4,80.0,88.0,6082.120000000001,124.1,-89.38227539655173,41.60794203448276,1
IL,Lee,57325,2009,145,217.5,80.0,77.0,4656.63,118.60000000000001,-88.96673905263158,41.77098036842106,1
IL,Lee,57964,2012,71,109.5,85.63380281690141,82.7605633802817,5389.73661971831,126.91830985915495,-89.09324291549295,41.665124873239435,1
IL,Lee,58887,2007,1,2.5,80.0,96.0,7238.23,128.0,-89.249695,41.660294,1
IL,Lee,60471,2019,74,194.25,84.0,126.0,12468.98,146.9,-89.53726457142857,41.619090057142856,1
IL,Livingston,57094,2010,150,300.0,78.08,87.0,5944.68,121.67933333333332,-88.43775522,40.97485053333333,1
IL,Livingston,57284,2012,100,200.0,100.0,90.0,6361.73,145.1,-88.91208956,40.85877152,1
IL,Logan,56856,2009,67,100.5,80.0,77.0,4656.629999999999,118.6,-89.39920141379311,40.3027634137931,1
IL,Logan,58924,2020,57,202.0,109.47368421052632,138.0701754385965,15235.348070175438,178.57894736842104,-89.52803422807017,40.14530498245614,1
IL,Logan,61735,2018,74,185.0,90.0,116.0,10568.32,148.1,-89.35053506756756,40.001327608108106,1
IL,Logan,62606,2019,24,65.28,90.0,116.0,10568.32,148.1,-89.26196047826087,39.96497713043478,1
IL,Macon,59061,2017,139,305.8,95.0,110.0,9503.32,150.0,-89.037005352518,40.00027749640288,1
IL,Marshall,56640,2007,100,150.0,80.0,77.0,4656.63,118.6,-89.5942539,41.0566047,1
IL,Marshall,63384,2021,33,93.06,89.0,127.0,12667.69,152.4,-89.0799650909091,40.96336836363636,1
IL,Mason,64381,2021,43,184.9,120.0,150.0,17671.46,195.1,-89.69130825581395,40.255148279069765,1
IL,McDonough,59902,2020,60,150.0,89.0,127.0,12667.69,152.4,-90.76846493478261,40.608352000000004,0
IL,McLean,56338,2007,120,198.0,80.0,82.0,5281.02,121.0,-88.69465168333333,40.449453358333336,1
IL,McLean,56614,2008,120,198.0,80.0,82.0,5281.02,121.0,-88.57617791666667,40.451641816666665,1
IL,McLean,57342,2011,100,150.0,80.0,82.5,5345.62,121.3,-89.06508889000001,40.586607439999995,1
IL,McLean,57623,2019,57,205.2,99.0,136.0,14526.72,167.0,-88.66247926315789,40.68183138596491,1
IL,McLean,59776,2012,1,1.65,80.0,82.0,5281.02,121.0,-89.018791,40.536694,1
IL,McLean,63988,2020,94,260.92,88.23404255319149,126.06382978723404,12489.02021276596,151.18297872340426,-88.749488,40.65966675531915,1
IL,Morgan,58925,2021,107,301.74,114.0,127.0,12667.69,177.4,-90.06272899065421,39.6968326728972,1
IL,Pike,56376,2005,1,1.65,70.0,82.0,5281.02,110.9,-90.846191,39.618793,0
IL,Stark,56640,2007,100,150.0,80.0,77.0,4656.63,118.6,-89.6665144,41.108017425,0
IL,Stephenson,56805,2009,67,100.5,80.0,82.0,5281.02,121.0,-89.88288594029851,42.45633534328358,0
IL,Tazewell,56856,2009,67,100.5,80.0,77.0,4656.63,118.60000000000001,-89.42814594736842,40.35598113157894,1
IL,Vermilion,58008,2012,134,217.08,100.0,100.0,7853.98,150.0,-87.86975304807692,40.21150393269231,0
IL,Vermilion,59021,2015,49,98.0,95.0,100.0,7853.98,145.1,-87.77664728571429,40.39439853061225,0
IL,Warren,59902,2020,60,150.0,89.0,127.0,12667.69,152.4,-90.74744364285714,40.646477571428576,1
IL,Whiteside,60471,2019,74,194.25,84.0,126.0,12468.98,146.9,-89.64097050000001,41.60062525,1
IL,Woodford,57284,2012,100,200.0,100.0,90.0,6361.73,145.1,-88.96248494666666,40.8767054,1
IN,Benton,56679,2008,87,130.5,80.0,77.0,4656.63,118.6,-87.48074274712644,40.689833655172414,1
IN,Benton,56777,2009,222,400.3,80.0,81.90140845070422,5295.190647887324,120.98816901408449,-87.3498225915493,40.579940447887324,1
IN,Benton,56878,2009,53,106.0,80.0,92.5,6720.0599999999995,126.2,-87.23005620754718,40.712971283018874,1
IN,Benton,59547,2015,65,149.5,80.0,108.0,9160.88,134.1,-87.37770198461538,40.63700964615385,1
IN,Benton,61756,2018,61,200.4,103.0327868852459,130.88524590163934,13538.510163934427,168.55573770491802,-87.14060481967213,40.69190057377049,1
IN,Benton,63389,2020,150,401.92,89.0,127.0,12667.69,152.4,-87.44613408,40.49563048,1
IN,Jay,61303,2017,57,119.7,94.0,116.0,10568.32,152.1,-84.94554865853658,40.33086224390244,1
IN,Jay,63666,2020,52,146.64,89.0,127.0,12667.69,152.4,-85.10504825,40.337432500000006,1
IN,Kosciusko,63137,2011,1,0.9,71.0,56.0,2463.01,99.1,-86.044098,41.110992,0
IN,Madison,57862,2012,125,200.0,100.0,100.0,7853.9800000000005,150.0,-85.82388017857143,40.32919725,0
IN,Randolph,57637,2010,1,1.0,70.0,59.0,2733.97,99.5,-84.817192,40.190693,1
IN,Randolph,57638,2010,1,1.0,70.0,59.0,2733.97,99.5,-84.822083,40.210266,1
IN,Randolph,58416,2021,100,200.0,98.05555555555556,114.30555555555556,10635.380833333333,155.3083333333333,-85.06300945833333,40.081833305555556,1
IN,Randolph,61303,2017,57,119.7,94.0,116.0,10568.32,152.1,-84.95130046666667,40.30115333333333,1
IN,Tipton,57862,2012,125,200.0,100.0,100.0,7853.98,150.0,-85.89664269565218,40.34883971014492,1
IN,Warren,63389,2020,150,401.92,88.36,125.768,12432.56056,151.24,-87.442123496,40.387780639999995,1
IN,White,57109,2009,121,199.65,80.0,82.0,5281.02,121.0,-86.93537610743802,40.63820942975207,1
IN,White,57112,2010,66,99.0,80.0,82.0,5281.02,121.0,-87.03234715151514,40.64270290909091,1
IN,White,57115,2010,69,103.5,80.0,77.0,4656.63,118.6,-87.02035047826087,40.6027140289855,1
IN,White,57177,2010,47,98.7,79.0,88.0,6082.12,123.1,-87.0365820212766,40.67732453191489,1
IN,White,57628,2017,50,100.0,95.0,110.0,9503.32,150.0,-87.02670302,40.723714199999996,1
IN,White,62891,2020,25,102.0,105.0,147.2,17042.512,178.7,-86.95393556,40.782590479999996,1
IN,White,64230,2021,72,302.4,105.0,150.0,17671.46,180.1,-86.88416081690141,40.6853701971831,1
KS,Allen,62488,2019,59,199.28,108.40677966101696,130.88135593220338,13458.105423728814,173.9101694915254,-95.2438892881356,37.978570830508474,0
KS,Barber,56819,2009,40,100.0,80.0,96.0,7238.23,128.0,-98.51211315789475,37.37748852631579,0
KS,Barber,56879,2009,40,100.0,80.0,109.26315789473684,9384.104736842104,134.6315789473684,-98.45546552631579,37.368803578947364,0
KS,Barber,57787,2012,294,470.4,80.0,98.4074074074074,7619.03,129.27777777777777,-98.38453474074075,37.363433370370366,0
KS,Bourbon,65129,2021,70,197.4,114.0,127.0,12667.69,177.4,-94.99844764285714,37.70791494642857,0
KS,Butler,56303,2005,100,150.0,80.0,77.0,4656.63,118.6,-96.55169467,37.57968207,0
KS,Clark,59888,2017,54,178.2,91.5,117.0,10751.32,150.0,-99.92802350000001,37.464568,0
KS,Clark,60687,2016,100,200.0,80.0,110.0,9503.32,135.0,-99.88645639795918,37.37081495918367,0
KS,Clark,60688,2017,100,200.0,80.0,110.0,9503.32,135.0,-100.0087865,37.36550616,0
KS,Clark,64074,2020,74,198.84,87.54054054054055,124.24324324324324,12154.54891891892,149.5783783783784,-99.99978397297296,37.41728544594595,0
KS,Cloud,56784,2008,35,105.0,80.0,90.0,6361.73,125.0,-97.64207571641792,39.42056323880597,0
KS,Coffey,57614,2015,95,199.0,80.0,114.0,10207.03,136.9,-95.59237178947369,38.35128508421053,0
KS,Crawford,65129,2021,70,197.4,114.0,127.0,12667.69,177.4,-95.03116228571427,37.66557792857143,1
KS,Elk,57858,2011,111,199.8,80.0,90.0,6361.73,125.0,-96.43410018018018,37.427595630630634,0
KS,Ellis,58767,2015,112,200.0,80.0,100.0,7853.9800000000005,130.1,-99.45016817857143,38.99665910714286,0
KS,Ellis,61540,2013,2,4.0,80.0,100.0,7853.98,130.05,-99.404484,38.8753415,0
KS,Ellsworth,56985,2008,99,148.5,80.0,87.76923076923077,6077.591538461538,123.98461538461538,-98.23573184615384,38.86152265384615,0
KS,Ellsworth,57678,2012,134,201.0,80.0,82.5,5345.62,121.3,-98.32824410204083,38.82858375510204,0
KS,Ford,56351,2010,67,100.5,80.0,77.0,4656.63,118.6,-99.74407947474747,37.87373202020202,0
KS,Ford,57639,2012,73,167.9,80.0,101.0,8011.85,130.5,-99.7622795890411,37.81426815068493,0
KS,Ford,57975,2012,63,100.8,80.0,82.5,5345.62,121.3,-99.84624026984127,37.840682825396826,0
KS,Ford,59888,2017,54,178.2,91.5,117.0,10751.32,150.0,-99.96174879545455,37.495644272727276,0
KS,Ford,60689,2017,122,280.6,80.0,108.0,9160.88,134.1,-99.6459305819672,37.8648203442623,0
KS,Ford,64003,2021,62,297.6,108.0,149.0,17436.63,182.5,-100.01435575806451,37.65261901612903,0
KS,Gove,65484,2021,1,2.72,80.0,116.0,10568.32,138.1,-100.732635,39.121666,0
KS,Grant,58474,2013,135,249.75,80.0,87.0,5944.68,123.4,-101.14379506557378,37.633840737704915,0
KS,Gray,55734,2001,170,112.2,65.0,47.0,1734.9399999999998,88.4,-100.38286488235293,37.610252494117645,0
KS,Gray,57663,2012,57,131.1,80.0,108.0,9160.88,134.1,-100.38250959649123,37.89854822807018,0
KS,Gray,57762,2012,72,165.6,80.0,108.0,9160.88,134.1,-100.27394227777778,37.87256990277778,0
KS,Gray,58137,2012,43,98.9,80.0,107.34883720930233,9053.993488372093,133.76511627906976,-100.28023039534882,37.61258448837209,0
KS,Harper,57787,2012,294,470.4,80.0,98.07954545454545,7571.924318181817,129.11022727272726,-98.23073942613637,37.360443477272725,1
KS,Haskell,58474,2013,135,249.75,80.0,87.0,5944.68,123.4,-101.0453610945946,37.640581499999996,0
KS,Kingman,57787,2012,294,470.4,80.0,100.0,7853.98,130.1,-98.19710415384615,37.39805883076923,0
KS,Kingman,60639,2016,120,206.55,80.0,102.75,8292.430833333334,131.29166666666666,-98.27077296666667,37.55616451666666,0
KS,Kingman,64407,2021,62,128.0,83.48387096774194,112.90322580645162,10027.761612903225,139.96451612903223,-98.39716606451613,37.452518629032255,0
KS,Kiowa,57118,2010,10,12.5,72.0,64.0,3216.99,103.9,-99.3438942,37.5498872,0
KS,Kiowa,58018,2012,65,104.0,80.0,82.5,5345.62,121.3,-99.45061401538462,37.51496309230769,0
KS,Lincoln,56488,2008,56,112.0,80.0,82.5,5379.97875,121.35,-98.11471875,38.88532158928571,0
KS,Lincoln,56985,2008,99,148.5,80.0,82.75342465753425,5415.773835616438,121.4767123287671,-98.24612760273972,38.89554675342466,0
KS,Lincoln,57678,2012,134,201.0,80.0,82.5,5345.62,121.30000000000001,-98.34623869444445,38.890584833333335,0
KS,Lyon,60999,2020,62,200.13,95.71153846153847,125.53846153846153,12466.806923076922,158.58076923076922,-96.02298384615385,38.49390098076923,1
KS,Marion,61789,2018,95,299.25,87.5,125.0,12271.85,150.0,-97.21673735789474,38.574800536842105,0
KS,Marshall,59084,2016,36,72.0,95.0,110.0,9503.32,150.0,-96.37152605555555,39.85017888888889,1
KS,Marshall,64138,2021,109,301.66,88.09174311926606,125.88990825688073,12455.826972477065,150.95688073394496,-96.4927329174312,39.67637651376147,1
KS,Nemaha,64309,2020,120,300.96,90.0,116.0,10568.32,148.1,-96.010946725,39.656971874999996,0
KS,Neosho,62481,2021,139,301.0,121.65467625899281,118.27338129496403,10997.831870503596,180.79136690647482,-95.38577725179856,37.49976718705036,0
KS,Ness,60069,2015,111,198.7,80.0,100.0,7853.98,130.1,-99.7444235319149,38.66469590425532,0
KS,Osage,60999,2020,62,200.13,101.5,132.0,13684.78,167.6,-95.93415344444445,38.46107766666667,1
KS,Pratt,60620,2016,121,208.27,80.0,102.75206611570248,8292.760247933886,131.29256198347107,-98.60997859504131,37.587537669421486,1
KS,Pratt,61957,2018,106,243.8,80.0,108.60377358490567,9267.101886792452,134.4018867924528,-98.86954927358491,37.56066875471698,1
KS,Rush,58666,2015,21,48.3,80.0,108.0,9160.88,134.1,-99.53413800000001,38.431246238095234,0
KS,Sumner,59837,2015,75,150.0,80.0,110.0,9503.32,135.0,-97.29491285333333,37.123065266666664,1
KS,Thomas,61984,2019,105,275.63,85.0,120.0,11309.73,145.1,-101.1117102815534,39.30959242718446,0
KS,Thomas,62220,2020,72,195.84,90.0,116.0,10568.32,148.1,-100.91477730555556,39.331305388888886,0
KS,Trego,60069,2015,111,198.7,80.0,100.0,7853.9800000000005,130.1,-99.68192335294118,38.70776947058823,0
KS,Wichita,56818,2009,33,99.0,80.0,90.0,6361.73,125.0,-101.15983603030304,38.518559787878786,0
MA,Barnstable,57253,2011,2,3.0,80.0,77.0,4656.63,118.59999999999998,-70.56140133333334,41.72495766666666,0
MA,Barnstable,57414,2010,1,1.65,80.0,82.0,5281.02,121.0,-70.608902,41.60849,0
MA,Barnstable,58661,2013,2,3.36,80.0,82.5,5345.62,121.3,-70.543552,41.753341500000005,0
MA,Barnstable,59081,2010,2,0.2,37.0,21.0,346.36,48.5,-70.305599,41.663991499999995,0
MA,Berkshire,57380,2012,19,28.5,65.0,77.0,4656.63,103.6,-73.0407160909091,42.73262718181818,0
MA,Berkshire,57721,2019,10,15.0,80.0,83.5,5641.911666666667,121.84999999999998,-73.27450108333333,42.587431083333335,0
MA,Berkshire,61775,2017,1,1.5,85.0,82.0,5281.02,126.0,-73.025764,42.225765,0
MA,Berkshire,65270,2007,1,1.5,80.0,77.0,4656.63,118.6,-73.292801,42.543793,0
MA,Bristol,59639,2012,1,2.0,80.0,93.0,6792.91,126.5,-71.116997,41.74609,0
MA,Bristol,59725,2012,2,3.0,80.0,82.0,5281.02,121.0,-70.872799,41.6381415,0
MA,Essex,57855,2012,1,2.0,80.0,82.5,5345.62,121.3,-70.84375,42.716691999999995,0
MA,Essex,60865,2012,2,4.0,78.0,90.0,6361.73,123.1,-70.65650199999999,42.6259405,0
MA,Franklin,57380,2012,19,28.5,65.0,77.0,4656.63,103.6,-73.0216485,42.709610874999996,0
MA,Hampden,62897,2019,2,5.0,90.0,109.0,9331.32,144.5,-72.871151,42.212663500000005,0
MA,Plymouth,56800,2006,1,1.8,55.0,63.5,3380.745,86.75,-70.8893965,42.282791,0
MA,Plymouth,58958,2012,1,1.5,70.0,82.0,5281.02,110.9,-70.644302,41.925491,0
MA,Plymouth,59022,2012,3,6.0,90.0,90.0,6361.73,135.0,-70.726967,41.97209166666667,0
MA,Plymouth,59622,2016,4,8.0,100.0,97.0,7389.81,148.4,-70.61756325,41.7760755,0
MA,Plymouth,59724,2012,1,1.5,80.0,82.0,5281.02,121.0,-70.7285,42.175091,0
MA,Suffolk,10823,2009,2,1.2,34.5,47.0,1734.94,57.9,-70.956871,42.346472000000006,0
MA,Suffolk,58065,2011,1,1.5,70.0,82.0,5281.02,110.9,-71.070999,42.391491,0
MA,Worcester,7501,2009,2,3.0,65.0,77.0,4656.63,103.5,-71.8996965,42.47789,0
MA,Worcester,58992,2011,2,3.3,80.0,82.0,5281.02,121.0,-71.938,42.579941,0
MD,Garrett,57239,2011,20,50.0,80.0,90.0,6361.73,125.0,-79.4548669375,39.2675296875,0
MD,Garrett,57240,2011,20,50.0,80.0,90.0,6361.73,125.0,-79.43717,39.2851665,0
MD,Garrett,57300,2010,28,70.0,80.0,96.0,7238.2300000000005,128.0,-79.32136317857143,39.381904035714285,0
MD,Garrett,58904,2014,16,40.0,100.0,100.0,7853.98,150.0,-79.00407787500001,39.6422474375,0
MD,Garrett,59147,2015,12,30.0,100.0,100.0,7853.98,150.0,-79.38913208333334,39.323631666666664,0
ME,Aroostook,56448,2007,28,42.0,80.0,77.0,4656.63,118.59642857142856,-67.81106214285714,46.54421607142857,0
ME,Aroostook,57002,2015,48,147.6,84.0,112.0,9852.03,139.9,-68.10101939583333,46.061903916666665,0
ME,Franklin,56829,2010,22,66.0,80.0,90.0,6361.73,125.0,-70.55076754545455,45.36414811363636,0
ME,Franklin,58608,2015,9,25.65,85.0,103.0,8332.29,136.6,-70.37101633333333,44.61131125,0
ME,Hancock,57083,2012,19,34.2,95.0,100.0,7853.98,145.1,-68.15921063157894,44.71700136842105,0
ME,Hancock,58686,2016,17,51.0,116.5,117.0,10751.32,175.0,-68.14279805882353,44.76191929411765,0
ME,Hancock,63132,2020,22,72.6,117.0,126.0,12468.98,180.1,-68.21906622727273,44.77503945454546,0
ME,Knox,57354,2009,3,4.5,80.0,77.0,4656.63,118.59999999999998,-68.865799,44.093891000000006,0
ME,Oxford,57568,2011,22,50.6,80.0,93.0,6792.91,126.5,-70.63116618181817,44.660607863636365,0
ME,Oxford,58026,2011,10,20.0,78.0,90.0,6361.73,123.1,-70.5590179,44.415861,0
ME,Oxford,58620,2017,8,22.8,85.0,103.0,8332.29,136.6,-70.303584,44.51365275,0
ME,Oxford,62857,2021,4,15.2,137.0,137.0,14741.14,205.4,-70.617185,44.61725366666667,0
ME,Penobscot,56990,2011,40,60.0,80.0,77.0,4656.63,118.6,-68.380237475,45.3459907,0
ME,Penobscot,59222,2016,13,42.9,84.0,112.0,9852.03,139.9,-68.350975,45.13197453846154,0
ME,Penobscot,60404,2016,5,9.0,95.0,100.0,7853.979999999999,145.1,-68.5233246,44.7767206,0
ME,Piscataquis,57531,2016,56,184.8,94.0,112.0,9852.03,150.0,-69.64781995238096,45.16626247619048,0
